dataset,trial,layer,mode,bit_setting,bits,logit_cosine_similarity,logit_mae,logit_mse,next_logit_kl,logit_spearman,logit_top1_match,logit_top5_match,logit_top5_overlap,hidden_cosine_similarity,hidden_mae,hidden_mse,attention_output_relative_error,memory_bits,memory_ratio_vs_exact,prefill_seconds,decode_seconds,peak_vram_mb,key_mode,value_mode,value_rotation_policy,rotation_seed,qjl_seed
research_synthetic,0,0,v_mse_random,2,2.0,0.9559201002120972,2.4899747371673584,9.694533348083496,4.765095218317583e-05,0.9669354557991028,1.0,1.0,0.75,0.9324055910110474,0.26414620876312256,0.11555022746324539,0.38660886883735657,3584.0,0.109375,0.0034304000000702217,0.0008100999984890223,0.0,key_only_block_so8_learned,mse,random_haar,20067,20103
research_synthetic,0,0,v_mse_block_so8,2,2.0,0.9559201002120972,2.4899747371673584,9.694533348083496,4.765095218317583e-05,0.9669354557991028,1.0,1.0,0.75,0.9360218048095703,0.2496715486049652,0.09972532093524933,0.3591609597206116,3584.0,0.109375,0.0026369999977760017,0.0005057999951532111,0.0,key_only_block_so8_learned,mse,block_so8_static,20067,20103
research_synthetic,0,0,v_prod_random,2,2.0,0.9559201002120972,2.4899747371673584,9.694533348083496,4.765095218317583e-05,0.9669354557991028,1.0,1.0,0.75,0.7440880537033081,0.5107982158660889,0.4267556667327881,0.7429781556129456,4096.0,0.125,0.0033241000055568293,0.0007282000005943701,0.0,key_only_block_so8_learned,prod,random_haar,20067,20103
research_synthetic,0,0,v_prod_block_so8,2,2.0,0.9559201002120972,2.4899747371673584,9.694533348083496,4.765095218317583e-05,0.9669354557991028,1.0,1.0,0.75,0.8225562572479248,0.44355034828186035,0.3114108145236969,0.6346777081489563,4096.0,0.125,0.0035730000090552494,0.0005338000046322122,0.0,key_only_block_so8_learned,prod,block_so8_static,20067,20103
research_synthetic,0,0,protected_v,2,2.0,0.9559201002120972,2.4899747371673584,9.694533348083496,4.765095218317583e-05,0.9669354557991028,1.0,1.0,0.75,0.9742538332939148,0.14925824105739594,0.04466070234775543,0.2403527945280075,8512.0,0.259765625,2.359889599989401,0.0008524000004399568,0.0,key_only_block_so8_learned,protected,block_so8_learned,20067,20103
research_synthetic,0,0,protected_v_lowrank,2,2.0,0.9559201002120972,2.4899747371673584,9.694533348083496,4.765095218317583e-05,0.9669354557991028,1.0,1.0,0.75,0.9875553846359253,0.11536237597465515,0.02531137689948082,0.1809440553188324,10560.0,0.322265625,0.005771099997218698,0.0006957000005058944,0.0,key_only_block_so8_learned,protected,block_so8_learned,20067,20103
research_synthetic,0,0,v_mse_random,3,3.0,0.976652204990387,1.8217693567276,5.402923107147217,1.1077518280444565e-07,0.9848790168762207,1.0,1.0,0.800000011920929,0.9861213564872742,0.11228716373443604,0.021696876734495163,0.16752706468105316,4608.0,0.140625,0.002547900003264658,0.0006551999977091327,0.0,key_only_block_so8_learned,mse,random_haar,20077,20113
research_synthetic,0,0,v_mse_block_so8,3,3.0,0.976652204990387,1.8217693567276,5.402923107147217,1.1077518280444565e-07,0.9848790168762207,1.0,1.0,0.800000011920929,0.9867779016494751,0.11976063251495361,0.020314816385507584,0.16210366785526276,4608.0,0.140625,0.002481100003933534,0.0006656999903498217,0.0,key_only_block_so8_learned,mse,block_so8_static,20077,20113
research_synthetic,0,0,v_prod_random,3,3.0,0.976652204990387,1.8217693567276,5.402923107147217,1.1077518280444565e-07,0.9848790168762207,1.0,1.0,0.800000011920929,0.9337215423583984,0.2625843286514282,0.1120312288403511,0.38067641854286194,5120.0,0.15625,0.0029866999975638464,0.0006092999974498525,0.0,key_only_block_so8_learned,prod,random_haar,20077,20113
research_synthetic,0,0,v_prod_block_so8,3,3.0,0.976652204990387,1.8217693567276,5.402923107147217,1.1077518280444565e-07,0.9848790168762207,1.0,1.0,0.800000011920929,0.905797004699707,0.32813912630081177,0.15968579053878784,0.4544849693775177,5120.0,0.15625,0.00229869999748189,0.0004959000070812181,0.0,key_only_block_so8_learned,prod,block_so8_static,20077,20113
research_synthetic,0,0,protected_v,3,3.0,0.976652204990387,1.8217693567276,5.402923107147217,1.1077518280444565e-07,0.9848790168762207,1.0,1.0,0.800000011920929,0.993842601776123,0.06285671144723892,0.009568491019308567,0.11125209182500839,9408.0,0.287109375,0.0025594000035198405,0.0005118999979458749,0.0,key_only_block_so8_learned,protected,block_so8_learned,20077,20113
research_synthetic,0,0,protected_v_lowrank,3,3.0,0.976652204990387,1.8217693567276,5.402923107147217,1.1077518280444565e-07,0.9848790168762207,1.0,1.0,0.800000011920929,0.9972193241119385,0.04105151444673538,0.004317517392337322,0.07473145425319672,11456.0,0.349609375,0.0030613999988418072,0.0004278999986127019,0.0,key_only_block_so8_learned,protected,block_so8_learned,20077,20113
