dataset,mode,bit_setting,bits,metric,n,mean,std,sem,ci95_low,ci95_high
research_synthetic,protected_v,2,2.0,attention_output_relative_error,1,0.2403527945280075,0.0,0.0,0.2403527945280075,0.2403527945280075
research_synthetic,protected_v,2,2.0,decode_seconds,1,0.0008524000004399568,0.0,0.0,0.0008524000004399568,0.0008524000004399568
research_synthetic,protected_v,2,2.0,hidden_cosine_similarity,1,0.9742538332939148,0.0,0.0,0.9742538332939148,0.9742538332939148
research_synthetic,protected_v,2,2.0,hidden_mae,1,0.14925824105739594,0.0,0.0,0.14925824105739594,0.14925824105739594
research_synthetic,protected_v,2,2.0,hidden_mse,1,0.04466070234775543,0.0,0.0,0.04466070234775543,0.04466070234775543
research_synthetic,protected_v,2,2.0,logit_cosine_similarity,1,0.9559201002120972,0.0,0.0,0.9559201002120972,0.9559201002120972
research_synthetic,protected_v,2,2.0,logit_mae,1,2.4899747371673584,0.0,0.0,2.4899747371673584,2.4899747371673584
research_synthetic,protected_v,2,2.0,logit_mse,1,9.694533348083496,0.0,0.0,9.694533348083496,9.694533348083496
research_synthetic,protected_v,2,2.0,logit_spearman,1,0.9669354557991028,0.0,0.0,0.9669354557991028,0.9669354557991028
research_synthetic,protected_v,2,2.0,logit_top1_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v,2,2.0,logit_top5_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v,2,2.0,logit_top5_overlap,1,0.75,0.0,0.0,0.75,0.75
research_synthetic,protected_v,2,2.0,memory_bits,1,8512.0,0.0,0.0,8512.0,8512.0
research_synthetic,protected_v,2,2.0,memory_ratio_vs_exact,1,0.259765625,0.0,0.0,0.259765625,0.259765625
research_synthetic,protected_v,2,2.0,next_logit_kl,1,4.765095218317583e-05,0.0,0.0,4.765095218317583e-05,4.765095218317583e-05
research_synthetic,protected_v,2,2.0,peak_vram_mb,1,0.0,0.0,0.0,0.0,0.0
research_synthetic,protected_v,2,2.0,prefill_seconds,1,2.359889599989401,0.0,0.0,2.359889599989401,2.359889599989401
research_synthetic,protected_v,3,3.0,attention_output_relative_error,1,0.11125209182500839,0.0,0.0,0.11125209182500839,0.11125209182500839
research_synthetic,protected_v,3,3.0,decode_seconds,1,0.0005118999979458749,0.0,0.0,0.0005118999979458749,0.0005118999979458749
research_synthetic,protected_v,3,3.0,hidden_cosine_similarity,1,0.993842601776123,0.0,0.0,0.993842601776123,0.993842601776123
research_synthetic,protected_v,3,3.0,hidden_mae,1,0.06285671144723892,0.0,0.0,0.06285671144723892,0.06285671144723892
research_synthetic,protected_v,3,3.0,hidden_mse,1,0.009568491019308567,0.0,0.0,0.009568491019308567,0.009568491019308567
research_synthetic,protected_v,3,3.0,logit_cosine_similarity,1,0.976652204990387,0.0,0.0,0.976652204990387,0.976652204990387
research_synthetic,protected_v,3,3.0,logit_mae,1,1.8217693567276,0.0,0.0,1.8217693567276,1.8217693567276
research_synthetic,protected_v,3,3.0,logit_mse,1,5.402923107147217,0.0,0.0,5.402923107147217,5.402923107147217
research_synthetic,protected_v,3,3.0,logit_spearman,1,0.9848790168762207,0.0,0.0,0.9848790168762207,0.9848790168762207
research_synthetic,protected_v,3,3.0,logit_top1_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v,3,3.0,logit_top5_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v,3,3.0,logit_top5_overlap,1,0.800000011920929,0.0,0.0,0.800000011920929,0.800000011920929
research_synthetic,protected_v,3,3.0,memory_bits,1,9408.0,0.0,0.0,9408.0,9408.0
research_synthetic,protected_v,3,3.0,memory_ratio_vs_exact,1,0.287109375,0.0,0.0,0.287109375,0.287109375
research_synthetic,protected_v,3,3.0,next_logit_kl,1,1.1077518280444565e-07,0.0,0.0,1.1077518280444565e-07,1.1077518280444565e-07
research_synthetic,protected_v,3,3.0,peak_vram_mb,1,0.0,0.0,0.0,0.0,0.0
research_synthetic,protected_v,3,3.0,prefill_seconds,1,0.0025594000035198405,0.0,0.0,0.0025594000035198405,0.0025594000035198405
research_synthetic,protected_v_lowrank,2,2.0,attention_output_relative_error,1,0.1809440553188324,0.0,0.0,0.1809440553188324,0.1809440553188324
research_synthetic,protected_v_lowrank,2,2.0,decode_seconds,1,0.0006957000005058944,0.0,0.0,0.0006957000005058944,0.0006957000005058944
research_synthetic,protected_v_lowrank,2,2.0,hidden_cosine_similarity,1,0.9875553846359253,0.0,0.0,0.9875553846359253,0.9875553846359253
research_synthetic,protected_v_lowrank,2,2.0,hidden_mae,1,0.11536237597465515,0.0,0.0,0.11536237597465515,0.11536237597465515
research_synthetic,protected_v_lowrank,2,2.0,hidden_mse,1,0.02531137689948082,0.0,0.0,0.02531137689948082,0.02531137689948082
research_synthetic,protected_v_lowrank,2,2.0,logit_cosine_similarity,1,0.9559201002120972,0.0,0.0,0.9559201002120972,0.9559201002120972
research_synthetic,protected_v_lowrank,2,2.0,logit_mae,1,2.4899747371673584,0.0,0.0,2.4899747371673584,2.4899747371673584
research_synthetic,protected_v_lowrank,2,2.0,logit_mse,1,9.694533348083496,0.0,0.0,9.694533348083496,9.694533348083496
research_synthetic,protected_v_lowrank,2,2.0,logit_spearman,1,0.9669354557991028,0.0,0.0,0.9669354557991028,0.9669354557991028
research_synthetic,protected_v_lowrank,2,2.0,logit_top1_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v_lowrank,2,2.0,logit_top5_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v_lowrank,2,2.0,logit_top5_overlap,1,0.75,0.0,0.0,0.75,0.75
research_synthetic,protected_v_lowrank,2,2.0,memory_bits,1,10560.0,0.0,0.0,10560.0,10560.0
research_synthetic,protected_v_lowrank,2,2.0,memory_ratio_vs_exact,1,0.322265625,0.0,0.0,0.322265625,0.322265625
research_synthetic,protected_v_lowrank,2,2.0,next_logit_kl,1,4.765095218317583e-05,0.0,0.0,4.765095218317583e-05,4.765095218317583e-05
research_synthetic,protected_v_lowrank,2,2.0,peak_vram_mb,1,0.0,0.0,0.0,0.0,0.0
research_synthetic,protected_v_lowrank,2,2.0,prefill_seconds,1,0.005771099997218698,0.0,0.0,0.005771099997218698,0.005771099997218698
research_synthetic,protected_v_lowrank,3,3.0,attention_output_relative_error,1,0.07473145425319672,0.0,0.0,0.07473145425319672,0.07473145425319672
research_synthetic,protected_v_lowrank,3,3.0,decode_seconds,1,0.0004278999986127019,0.0,0.0,0.0004278999986127019,0.0004278999986127019
research_synthetic,protected_v_lowrank,3,3.0,hidden_cosine_similarity,1,0.9972193241119385,0.0,0.0,0.9972193241119385,0.9972193241119385
research_synthetic,protected_v_lowrank,3,3.0,hidden_mae,1,0.04105151444673538,0.0,0.0,0.04105151444673538,0.04105151444673538
research_synthetic,protected_v_lowrank,3,3.0,hidden_mse,1,0.004317517392337322,0.0,0.0,0.004317517392337322,0.004317517392337322
research_synthetic,protected_v_lowrank,3,3.0,logit_cosine_similarity,1,0.976652204990387,0.0,0.0,0.976652204990387,0.976652204990387
research_synthetic,protected_v_lowrank,3,3.0,logit_mae,1,1.8217693567276,0.0,0.0,1.8217693567276,1.8217693567276
research_synthetic,protected_v_lowrank,3,3.0,logit_mse,1,5.402923107147217,0.0,0.0,5.402923107147217,5.402923107147217
research_synthetic,protected_v_lowrank,3,3.0,logit_spearman,1,0.9848790168762207,0.0,0.0,0.9848790168762207,0.9848790168762207
research_synthetic,protected_v_lowrank,3,3.0,logit_top1_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v_lowrank,3,3.0,logit_top5_match,1,1.0,0.0,0.0,1.0,1.0
research_synthetic,protected_v_lowrank,3,3.0,logit_top5_overlap,1,0.800000011920929,0.0,0.0,0.800000011920929,0.800000011920929
research_synthetic,protected_v_lowrank,3,3.0,memory_bits,1,11456.0,0.0,0.0,11456.0,11456.0
research_synthetic,protected_v_lowrank,3,3.0,memory_ratio_vs_exact,1,0.349609375,0.0,0.0,0.349609375,0.349609375
research_synthetic,protected_v_lowrank,3,3.0,next_logit_kl,1,1.1077518280444565e-07,0.0,0.0,1.1077518280444565e-07,1.1077518280444565e-07
research_synthetic,protected_v_lowrank,3,3.0,peak_vram_mb,1,0.0,0.0,0.0,0.0,0.0
research_synthetic,protected_v_lowrank,3,3.0,prefill_seconds,1,0.0030613999988418072,0.0,0.0,0.0030613999988418072,0.0030613999988418072
research_synthetic,v_mse_block_so8,2,2.0,attention_output_relative_error,1,0.3591609597206116,0.0,0.0,0.3591609597206116,0.3591609597206116
research_synthetic,v_mse_block_so8,2,2.0,decode_seconds,1,0.0005057999951532111,0.0,0.0,0.0005057999951532111,0.0005057999951532111
research_synthetic,v_mse_block_so8,2,2.0,hidden_cosine_similarity,1,0.9360218048095703,0.0,0.0,0.9360218048095703,0.9360218048095703
research_synthetic,v_mse_block_so8,2,2.0,hidden_mae,1,0.2496715486049652,0.0,0.0,0.2496715486049652,0.2496715486049652
research_synthetic,v_mse_block_so8,2,2.0,hidden_mse,1,0.09972532093524933,0.0,0.0,0.09972532093524933,0.09972532093524933
research_synthetic,v_mse_block_so8,2,2.0,logit_cosine_similarity,1,0.9559201002120972,0.0,0.0,0.9559201002120972,0.9559201002120972
